"","source","type","bp_length","phase","gene_id","gene_type","gene_name","level","havana_gene","tag","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000251435.1","HAVANA","gene",1104,NA,"ENSG00000251435.1","processed_pseudogene","C1GALT1P2","1","OTTHUMG00000162308.2","pseudo_consens",1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000248475.5","HAVANA","gene",697,NA,"ENSG00000248475.5","antisense","RP11-479O16.1","2","OTTHUMG00000162204.1",NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000250669.1","HAVANA","gene",405,NA,"ENSG00000250669.1","processed_pseudogene","RP11-83M16.3","1","OTTHUMG00000162356.1","pseudo_consens",1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000251027.1","HAVANA","gene",832,NA,"ENSG00000251027.1","lincRNA","LINC01950","2","OTTHUMG00000162799.1",NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000253224.1","HAVANA","gene",814,NA,"ENSG00000253224.1","processed_pseudogene","PGAM5P1","1","OTTHUMG00000163575.1","pseudo_consens",1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000283602.1","HAVANA","gene",2089,NA,"ENSG00000283602.1","transcribed_unitary_pseudogene","AC011380.8","2","OTTHUMG00000191771.1","overlapping_locus",1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000214295.4","HAVANA","gene",1527,NA,"ENSG00000214295.4","processed_pseudogene","FOXO1B","1","OTTHUMG00000162117.2","pseudo_consens",1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000272248.1","HAVANA","gene",490,NA,"ENSG00000272248.1","lincRNA","RP3-406P24.4","2","OTTHUMG00000185653.1",NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000234816.2","HAVANA","gene",369,NA,"ENSG00000234816.2","unprocessed_pseudogene","HIST1H2APS5","2","OTTHUMG00000037055.1",NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000204616.10","HAVANA","gene",3535,NA,"ENSG00000204616.10","protein_coding","TRIM31","2","OTTHUMG00000031064.2",NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000008196.12","HAVANA","gene",6149,NA,"ENSG00000008196.12","protein_coding","TFAP2B","2","OTTHUMG00000014836.4",NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000216802.1","HAVANA","gene",748,NA,"ENSG00000216802.1","processed_pseudogene","RP11-390P2.2","1","OTTHUMG00000015675.1","overlapping_locus",1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000275572.1","HAVANA","gene",870,NA,"ENSG00000275572.1","protein_coding","GRIFIN","2","OTTHUMG00000152042.4",NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000198580.7","HAVANA","gene",651,NA,"ENSG00000198580.7","unprocessed_pseudogene","RP11-611L7.2","2","OTTHUMG00000187157.1","overlapping_locus",1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000225606.1","HAVANA","gene",911,NA,"ENSG00000225606.1","antisense","AC005281.2","2","OTTHUMG00000152384.1",NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000223838.1","HAVANA","gene",566,NA,"ENSG00000223838.1","lincRNA","AC007091.1","2","OTTHUMG00000152489.1",NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000225792.1","HAVANA","gene",882,NA,"ENSG00000225792.1","antisense","AC004540.4","2","OTTHUMG00000152805.2",NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000274396.1","ENSEMBL","gene",102,NA,"ENSG00000274396.1","misc_RNA","HOTAIRM1_4","3",NA,NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000230936.1","HAVANA","gene",2643,NA,"ENSG00000230936.1","processed_pseudogene","RP11-775L16.1","1","OTTHUMG00000156118.1","pseudo_consens",1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000223566.1","HAVANA","gene",2714,NA,"ENSG00000223566.1","unprocessed_pseudogene","TNRC18P2","2","OTTHUMG00000156501.1",NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000077080.9","HAVANA","gene",2389,NA,"ENSG00000077080.9","protein_coding","ACTL6B","1","OTTHUMG00000159661.3",NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000176510.4","HAVANA","gene",979,NA,"ENSG00000176510.4","polymorphic_pseudogene","OR10AC1","2","OTTHUMG00000155896.3",NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000248531.3","HAVANA","gene",343,NA,"ENSG00000248531.3","unprocessed_pseudogene","NDUFA5P12","1","OTTHUMG00000160522.3","pseudo_consens",1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000253555.1","HAVANA","gene",1406,NA,"ENSG00000253555.1","unprocessed_pseudogene","RP11-16E18.1","1","OTTHUMG00000164368.1","pseudo_consens",1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000250869.2","HAVANA","gene",1740,NA,"ENSG00000250869.2","unprocessed_pseudogene","RP11-453N18.1","2","OTTHUMG00000160461.2",NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000253777.1","HAVANA","gene",525,NA,"ENSG00000253777.1","processed_pseudogene","RP11-758M4.3","2","OTTHUMG00000164515.2","overlapping_locus",1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000214814.7","HAVANA","gene",6051,NA,"ENSG00000214814.7","protein_coding","FER1L6","2","OTTHUMG00000164998.1",NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000271959.1","HAVANA","gene",2961,NA,"ENSG00000271959.1","antisense","CTD-3064M3.7","2","OTTHUMG00000185625.1",NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000233186.2","HAVANA","gene",1185,NA,"ENSG00000233186.2","processed_pseudogene","KLF4P1","2","OTTHUMG00000019473.2",NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000279336.1","ENSEMBL","gene",237,NA,"ENSG00000279336.1","pseudogene","AL353662.1","3",NA,NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000279083.1","HAVANA","gene",1515,NA,"ENSG00000279083.1","TEC","RP11-395N21.2","2","OTTHUMG00000187202.1",NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000237461.1","HAVANA","gene",1544,NA,"ENSG00000237461.1","lincRNA","RP11-554F20.1","2","OTTHUMG00000020358.1",NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000200831.1","ENSEMBL","gene",74,NA,"ENSG00000200831.1","snoRNA","SNORD36B","3",NA,NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000204003.8","HAVANA","gene",2651,NA,"ENSG00000204003.8","protein_coding","RP11-216L13.16","2","OTTHUMG00000180116.1","overlapping_locus",1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000204379.10","HAVANA","gene",1071,NA,"ENSG00000204379.10","protein_coding","XAGE1A","2","OTTHUMG00000021557.3",NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000206693.1","ENSEMBL","gene",129,NA,"ENSG00000206693.1","snoRNA","SNORA56","3",NA,NA,1.4553064611617,-3.35930182251465,1.55725584057955,0.169311356900202,0.246348557050515,-4.98461913403166
"ENSG00000217835.3","HAVANA","gene",908,NA,"ENSG00000217835.3","processed_pseudogene","RP6-159A1.2","1","OTTHUMG00000021728.1","pseudo_consens",0.86550795790029,0.19448662055524,1.55634950731486,0.169523090047391,0.246645542259808,-5.7397495870808
"ENSG00000178105.9","HAVANA","gene",8653,NA,"ENSG00000178105.9","protein_coding","DDX10","1","OTTHUMG00000166540.1",NA,0.201308995256689,4.56002602821265,1.55606387547579,0.169589869591964,0.246731611783202,-6.7813391549474
"ENSG00000117899.10","HAVANA","gene",7510,NA,"ENSG00000117899.10","protein_coding","MESDC2","1","OTTHUMG00000172288.3","overlapping_locus",-0.140509253507622,5.70660027707754,-1.55485343049256,0.169873141476885,0.247132628132671,-6.98458656159579
"ENSG00000197724.10","HAVANA","gene",5569,NA,"ENSG00000197724.10","protein_coding","PHF2","2","OTTHUMG00000020253.2","ncRNA_host",0.240471755462043,5.44204910867709,1.55475792044562,0.169895511959146,0.247154064318816,-6.94455514032497
"ENSG00000165194.15","HAVANA","gene",9756,NA,"ENSG00000165194.15","protein_coding","PCDH19","2","OTTHUMG00000022000.5",NA,-1.06779881117588,-0.622684897847356,-1.55452162476868,0.169950869339369,0.247223483833386,-5.54195038390632
"ENSG00000132196.13","HAVANA","gene",4124,NA,"ENSG00000132196.13","protein_coding","HSD17B7","2","OTTHUMG00000034420.6",NA,0.380228340872074,1.48927983121187,1.55389361079946,0.170098077709582,0.247426504552568,-6.04038213036491
"ENSG00000109133.12","HAVANA","gene",8240,NA,"ENSG00000109133.12","protein_coding","TMEM33","1","OTTHUMG00000099381.5",NA,-0.145492594885898,5.52628288204619,-1.55323928639274,0.170251580914631,0.247638663148555,-6.95819925590608
"ENSG00000099999.14","HAVANA","gene",10624,NA,"ENSG00000099999.14","protein_coding","RNF215","2","OTTHUMG00000151016.6","overlapping_locus",0.17736000973636,4.37088941680716,1.55212297079974,0.170513767140042,0.248008879967146,-6.74615725921565
"ENSG00000168000.14","HAVANA","gene",3965,NA,"ENSG00000168000.14","protein_coding","BSCL2","1","OTTHUMG00000150624.7","overlapping_locus",0.24449252675872,4.19086567389954,1.55190877985458,0.170564117025666,0.248070965620613,-6.70689141934136
"ENSG00000204314.10","HAVANA","gene",4261,NA,"ENSG00000204314.10","protein_coding","PRRT1","1","OTTHUMG00000031144.3",NA,0.375526645349651,1.95538036872156,1.55147603536684,0.170665884972364,0.248207825520555,-6.15553950152633
"ENSG00000277151.1","HAVANA","gene",5305,NA,"ENSG00000277151.1","lincRNA","RP11-380B4.3","2","OTTHUMG00000187329.1",NA,-1.27259964586092,-1.98633854843224,-1.55115047056891,0.17074248524485,0.248308072175285,-5.20172006202709
"ENSG00000165868.13","HAVANA","gene",7018,NA,"ENSG00000165868.13","protein_coding","HSPA12A","2","OTTHUMG00000019107.4",NA,-0.292025872627054,2.19740095379185,-1.5510793887236,0.170759213983013,0.248321243517035,-6.21153373208017
"ENSG00000224550.1","HAVANA","gene",246,NA,"ENSG00000224550.1","processed_pseudogene","RP11-270C12.3","1","OTTHUMG00000011031.1","pseudo_consens",0.241272413002333,2.98278881469101,1.55097941594942,0.170782744657028,0.248344304733307,-6.41496917979924
"ENSG00000233668.1","HAVANA","gene",645,NA,"ENSG00000233668.1","processed_pseudogene","RP11-571F15.3","1","OTTHUMG00000019812.1","pseudo_consens",0.660736829196126,-0.207642686619773,1.55064665787559,0.170861088160676,0.248447066558166,-5.66150509252895
"ENSG00000065665.20","HAVANA","gene",3916,NA,"ENSG00000065665.20","protein_coding","SEC61A2","2","OTTHUMG00000017679.7",NA,-0.245970674387705,3.46187507391481,-1.55059095201827,0.170874206671809,0.248454980528868,-6.53118384735252
"ENSG00000175741.5","HAVANA","gene",563,NA,"ENSG00000175741.5","processed_pseudogene","RWDD4P2","1","OTTHUMG00000155282.1","pseudo_consens",-0.309245201454612,2.11932137792346,-1.55054641889517,0.170884694728875,0.248459069220385,-6.19256474856633
"ENSG00000258471.1","HAVANA","gene",1398,NA,"ENSG00000258471.1","antisense","RP11-84C10.4","2","OTTHUMG00000171043.1",NA,-0.280399378492021,2.06630423985554,-1.55024526248527,0.170955636374778,0.248551050540305,-6.18033305930745
"ENSG00000219102.3","HAVANA","gene",1063,NA,"ENSG00000219102.3","processed_pseudogene","HNRNPA3P12","1","OTTHUMG00000008438.2","pseudo_consens",-0.74349044655484,-1.46874121645939,-1.54989791069924,0.171037494374582,0.248603063357873,-5.36062732523176
"ENSG00000203709.11","HAVANA","gene",16425,NA,"ENSG00000203709.11","lincRNA","C1orf132","2","OTTHUMG00000036553.3","ncRNA_host",-0.74349044655484,-1.46874121645939,-1.54989791069924,0.171037494374582,0.248603063357873,-5.36062732523176
"ENSG00000284184.1","ENSEMBL","gene",66,NA,"ENSG00000284184.1","miRNA","MIR6506","3",NA,NA,-0.74349044655484,-1.46874121645939,-1.54989791069924,0.171037494374582,0.248603063357873,-5.36062732523176
"ENSG00000262905.1","HAVANA","gene",592,NA,"ENSG00000262905.1","antisense","RP5-1029F21.2","2","OTTHUMG00000177480.1",NA,-0.74349044655484,-1.46874121645939,-1.54989791069924,0.171037494374582,0.248603063357873,-5.36062732523176
"ENSG00000065717.14","HAVANA","gene",4038,NA,"ENSG00000065717.14","protein_coding","TLE2","2","OTTHUMG00000180613.7",NA,-0.74349044655484,-1.46874121645939,-1.54989791069924,0.171037494374582,0.248603063357873,-5.36062732523176
"ENSG00000273974.1","ENSEMBL","gene",94,NA,"ENSG00000273974.1","misc_RNA","FTX_2","3",NA,NA,-0.74349044655484,-1.46874121645939,-1.54989791069924,0.171037494374582,0.248603063357873,-5.36062732523176
"ENSG00000251920.1","ENSEMBL","gene",123,NA,"ENSG00000251920.1","rRNA","RNA5SP216","3",NA,NA,-2.02611230904966,-2.01641210686166,-1.54958944813961,0.171110218503929,0.24869760002403,-5.17627796967387
"ENSG00000254791.1","HAVANA","gene",368,NA,"ENSG00000254791.1","sense_intronic","FAR1-IT1","2","OTTHUMG00000165788.1","overlapping_locus",-1.31159138051169,-1.98633854843224,-1.54915930134764,0.171211679825227,0.24882272147014,-5.20419138928442
"ENSG00000280392.1","HAVANA","gene",3443,NA,"ENSG00000280392.1","TEC","RP11-357N13.6","2","OTTHUMG00000176692.1","overlapping_locus",-1.31159138051169,-1.98633854843224,-1.54915930134764,0.171211679825227,0.24882272147014,-5.20419138928442
"ENSG00000260808.1","HAVANA","gene",1094,NA,"ENSG00000260808.1","lincRNA","CTD-2007L18.5","2","OTTHUMG00000173013.1",NA,0.378047702011055,2.20443152553837,1.54911368253351,0.171222443526124,0.248827192208216,-6.21999775074958
"ENSG00000010539.11","HAVANA","gene",7498,NA,"ENSG00000010539.11","protein_coding","ZNF200","2","OTTHUMG00000129317.5",NA,0.218558899880498,3.00798466111592,1.54885190987367,0.171284220746787,0.248905794070756,-6.42412988351266
"ENSG00000240230.5","HAVANA","gene",5542,NA,"ENSG00000240230.5","protein_coding","COX19","2","OTTHUMG00000151476.1","overlapping_locus",0.194974426025849,4.13218563321349,1.5484886681832,0.171369978922245,0.249019235813928,-6.69791912366667
"ENSG00000133302.12","HAVANA","gene",7185,NA,"ENSG00000133302.12","protein_coding","SLF1","2","OTTHUMG00000121133.7",NA,-0.229766744417453,2.84997037517876,-1.54819914434043,0.171438361855921,0.249107420387523,-6.38043599501514
"ENSG00000150995.18","HAVANA","gene",12895,NA,"ENSG00000150995.18","protein_coding","ITPR1","2","OTTHUMG00000154996.7","ncRNA_host",-0.275977279404843,2.80271587912189,-1.5480202471034,0.171480628593791,0.249157650775411,-6.36798966752543
"ENSG00000198835.3","HAVANA","gene",2243,NA,"ENSG00000198835.3","protein_coding","GJC2","2","OTTHUMG00000039771.1",NA,-0.850015008786483,-0.274966035696143,-1.54736013345686,0.171636673536513,0.249373186508208,-5.63650414359716
"ENSG00000036054.12","HAVANA","gene",5168,NA,"ENSG00000036054.12","protein_coding","TBC1D23","1","OTTHUMG00000159067.2",NA,0.139538501061346,6.42768737763707,1.54632031347722,0.171882748254009,0.249719502468054,-7.10402949336278
"ENSG00000116786.11","HAVANA","gene",4122,NA,"ENSG00000116786.11","protein_coding","PLEKHM2","2","OTTHUMG00000003062.1",NA,0.255661614620598,6.17509159456115,1.54605922109261,0.171944588130576,0.249798134138711,-7.06769425554151
"ENSG00000177954.11","HAVANA","gene",946,NA,"ENSG00000177954.11","protein_coding","RPS27","2","OTTHUMG00000036591.1",NA,-0.225375231653493,3.07390705534814,-1.54570720803351,0.172027995699664,0.249908090516886,-6.44052895436768
"ENSG00000146143.17","HAVANA","gene",4667,NA,"ENSG00000146143.17","protein_coding","PRIM2","2","OTTHUMG00000016190.6","overlapping_locus",-0.228126625400791,3.46426922098102,-1.54549036108029,0.172079395311947,0.249971540591379,-6.53861904942724
"ENSG00000258608.1","HAVANA","gene",351,NA,"ENSG00000258608.1","processed_pseudogene","DNAJC19P9","1","OTTHUMG00000170808.1","pseudo_consens",0.348668623639017,1.30382977948975,1.54531634567346,0.172120652918684,0.250020252823765,-6.00786955294641
"ENSG00000134046.11","HAVANA","gene",5810,NA,"ENSG00000134046.11","protein_coding","MBD2","1","OTTHUMG00000132705.4","ncRNA_host",-0.170245547230135,5.41880097529487,-1.54336198810759,0.172584653262761,0.250683003805827,-6.95332590663115
"ENSG00000228237.5","HAVANA","gene",584,NA,"ENSG00000228237.5","antisense","EFCAB14-AS1","1","OTTHUMG00000007993.1",NA,-0.480572395451187,0.238525859343696,-1.5429758561628,0.172676466892274,0.250805110180352,-5.76354387945973
"ENSG00000253570.1","HAVANA","gene",540,NA,"ENSG00000253570.1","processed_pseudogene","RNF5P1","1","OTTHUMG00000163988.1","pseudo_consens",0.341044229458271,1.77380490019901,1.54214992416553,0.172873009177052,0.251077081683679,-6.12358797360171
"ENSG00000178401.14","HAVANA","gene",5006,NA,"ENSG00000178401.14","protein_coding","DNAJC22","2","OTTHUMG00000169487.4",NA,-1.22732466033078,0.31784791611659,-1.54212379634936,0.172879230087869,0.251077081683679,-5.76079499980152
"ENSG00000174038.12","HAVANA","gene",3835,NA,"ENSG00000174038.12","protein_coding","C9orf131","1","OTTHUMG00000019853.7",NA,-1.08737278461262,-0.86050136464036,-1.54192715782583,0.17292605554158,0.251133819354355,-5.4993883952723
"ENSG00000230715.3","HAVANA","gene",403,NA,"ENSG00000230715.3","processed_pseudogene","RP11-274B21.4","2","OTTHUMG00000158226.1",NA,0.538136506636628,2.99195437383234,1.54128353340219,0.173079404820225,0.251345245422453,-6.42881282549385
"ENSG00000224758.1","HAVANA","gene",604,NA,"ENSG00000224758.1","lincRNA","LINC01167","1","OTTHUMG00000019300.1","overlapping_locus",2.2703508937182,-2.96306119733437,1.54117512734936,0.173105246085831,0.251360290006026,-5.07755238280095
"ENSG00000167565.12","HAVANA","gene",2218,NA,"ENSG00000167565.12","protein_coding","SERTAD3","2","OTTHUMG00000182595.3",NA,0.169264315612438,3.97708261882522,1.54116284894691,0.173108173175162,0.251360290006026,-6.67176300445745
"ENSG00000224975.1","HAVANA","gene",945,NA,"ENSG00000224975.1","sense_intronic","INE1","2","OTTHUMG00000046428.1","overlapping_locus",0.411470649551089,0.449247232528034,1.54114234277031,0.17311306181458,0.251360290006026,-5.81878751083019
"ENSG00000203867.7","HAVANA","gene",8162,NA,"ENSG00000203867.7","protein_coding","RBM20","2","OTTHUMG00000019043.5","ncRNA_host",-0.914221583562434,-0.981858071432921,-1.53955097977093,0.173492835498083,0.251889122607067,-5.48434986513047
"ENSG00000073598.5","HAVANA","gene",1388,NA,"ENSG00000073598.5","protein_coding","FNDC8","2","OTTHUMG00000132932.2",NA,-0.914221583562434,-0.981858071432921,-1.53955097977093,0.173492835498083,0.251889122607067,-5.48434986513047
"ENSG00000184675.9","HAVANA","gene",8443,NA,"ENSG00000184675.9","protein_coding","AMER1","2","OTTHUMG00000021703.2",NA,-0.26082751653354,3.0652198053382,-1.5392276655956,0.173570088855264,0.251989981433828,-6.44621202945671
"ENSG00000143869.6","HAVANA","gene",9749,NA,"ENSG00000143869.6","protein_coding","GDF7","2","OTTHUMG00000090781.3",NA,0.684122197630186,-0.837104762835428,1.53719070557923,0.174057546696842,0.252663677077917,-5.53974923953188
"ENSG00000214128.10","HAVANA","gene",4813,NA,"ENSG00000214128.10","protein_coding","TMEM213","1","OTTHUMG00000157182.2",NA,0.684122197630186,-0.837104762835428,1.53719070557923,0.174057546696842,0.252663677077917,-5.53974923953188
"ENSG00000246339.5","HAVANA","gene",4261,NA,"ENSG00000246339.5","antisense","EXTL3-AS1","2","OTTHUMG00000164029.3",NA,0.684122197630186,-0.837104762835428,1.53719070557923,0.174057546696842,0.252663677077917,-5.53974923953188
"ENSG00000162931.11","HAVANA","gene",3548,NA,"ENSG00000162931.11","protein_coding","TRIM17","2","OTTHUMG00000039974.5",NA,0.786952855872231,-0.664987993716674,1.53702188592528,0.174098003893565,0.252711071798149,-5.57645271416512
"ENSG00000137841.11","HAVANA","gene",7350,NA,"ENSG00000137841.11","protein_coding","PLCB2","1","OTTHUMG00000172412.3","overlapping_locus",0.46307008793251,0.131155550333155,1.53666966285325,0.174182441636059,0.25282229914242,-5.75433420111404
"ENSG00000189266.11","HAVANA","gene",2564,NA,"ENSG00000189266.11","protein_coding","PNRC2","2","OTTHUMG00000013891.4",NA,0.165603208194074,5.69986924073887,1.53485926723702,0.174617050281681,0.253441759720078,-7.0107559775537
"ENSG00000008277.14","HAVANA","gene",12199,NA,"ENSG00000008277.14","protein_coding","ADAM22","1","OTTHUMG00000137417.10",NA,-0.498166460017596,-0.238713270591424,-1.53405425097321,0.174810630989667,0.253711348931644,-5.67000341552125
"ENSG00000271795.1","HAVANA","gene",3317,NA,"ENSG00000271795.1","antisense","CTC-251D13.1","2","OTTHUMG00000185605.1",NA,1.51136337315797,-2.17057994697379,1.53246030106633,0.175194518397855,0.254245703528594,-5.19870182267097
"ENSG00000215283.3","HAVANA","gene",622,NA,"ENSG00000215283.3","processed_pseudogene","HMGB3P24","1","OTTHUMG00000019902.1","pseudo_consens",1.51136337315797,-2.17057994697379,1.53246030106633,0.175194518397855,0.254245703528594,-5.19870182267097
"ENSG00000272644.1","HAVANA","gene",456,NA,"ENSG00000272644.1","lincRNA","RP11-33O4.1","2","OTTHUMG00000186316.1",NA,-0.759432433597844,-1.46874121645939,-1.53214114811913,0.175271478125358,0.254345985382721,-5.38288546650383
"ENSG00000275120.2","HAVANA","gene",3667,NA,"ENSG00000275120.2","antisense","RP11-182J1.18","2","OTTHUMG00000191692.1",NA,-0.417496602022436,1.52021017435275,-1.53177598411241,0.175359571682317,0.254462414427205,-6.07043150943042
"ENSG00000213228.5","HAVANA","gene",2319,NA,"ENSG00000213228.5","transcribed_processed_pseudogene","RPL12P38","1","OTTHUMG00000157897.2","pseudo_consens",0.395775668082664,0.69670330798361,1.53068751383115,0.175622404473392,0.254832383915128,-5.8874359362084
"ENSG00000260053.2","HAVANA","gene",2184,NA,"ENSG00000260053.2","processed_pseudogene","ABCB10P4","1","OTTHUMG00000175877.2","pseudo_consens",-1.26383242126234,-1.74362513484712,-1.53011900147784,0.175759829686227,0.255020358942254,-5.28551858745144
"ENSG00000163798.13","HAVANA","gene",5207,NA,"ENSG00000163798.13","protein_coding","SLC4A1AP","2","OTTHUMG00000151944.4",NA,-0.176419204116567,4.42478824712246,-1.52984302259806,0.175826577733921,0.255105772024365,-6.7831035123385
"ENSG00000274020.2","HAVANA","gene",7495,NA,"ENSG00000274020.2","processed_transcript","LINC01138","2","OTTHUMG00000185296.4","ncRNA_host",-0.344216999646181,1.45014596217743,-1.52923445043683,0.175973850416072,0.255308004942511,-6.05818790424808
"ENSG00000261069.3","HAVANA","gene",1236,NA,"ENSG00000261069.3","lincRNA","RP11-701H24.4","2","OTTHUMG00000176878.1","overlapping_locus",0.663636040772528,-0.603883311800063,1.52904223690489,0.176020389517991,0.255364079060479,-5.60200491524356
"ENSG00000272716.1","HAVANA","gene",712,NA,"ENSG00000272716.1","lincRNA","RP11-563N4.1","2","OTTHUMG00000185842.1",NA,1.43977457619427,-2.17057994697379,1.52871159009149,0.176100473301274,0.255468811393673,-5.20331810018305
"ENSG00000159593.14","HAVANA","gene",4810,NA,"ENSG00000159593.14","protein_coding","NAE1","1","OTTHUMG00000137513.7","overlapping_locus",0.182825280040308,5.04159754701455,1.52828109827453,0.1762047909879,0.255608688867313,-6.91057443217875
"ENSG00000134444.13","HAVANA","gene",8299,NA,"ENSG00000134444.13","protein_coding","KIAA1468","2","OTTHUMG00000132780.5","overlapping_locus",-0.217220745316247,4.894278782034,-1.52803919286928,0.176263435393776,0.25568230155175,-6.87992446324945
"ENSG00000055917.15","HAVANA","gene",6978,NA,"ENSG00000055917.15","protein_coding","PUM2","2","OTTHUMG00000122098.4",NA,-0.106581164149885,6.50821202318981,-1.52755174467176,0.176381661494768,0.255842331134334,-7.13899751919451
"ENSG00000260000.2","HAVANA","gene",1517,NA,"ENSG00000260000.2","antisense","RP3-467N11.1","2","OTTHUMG00000175935.2",NA,-0.655502458286412,-0.0199206940201297,-1.5270869034059,0.176494473607621,0.255994493714442,-5.72316961749717
"ENSG00000214144.3","HAVANA","gene",1941,NA,"ENSG00000214144.3","processed_pseudogene","RP11-488L18.1","1","OTTHUMG00000040999.2","pseudo_consens",0.835868412113477,-1.33347987041165,1.52668209560503,0.176592771217911,0.256125591198698,-5.43591517913925
"ENSG00000138449.10","HAVANA","gene",4330,NA,"ENSG00000138449.10","protein_coding","SLC40A1","2","OTTHUMG00000132662.4",NA,0.377126529730034,1.13493009249242,1.52656600793299,0.176620969700503,0.256144937634004,-5.99254332034783
"ENSG00000188672.17","HAVANA","gene",2433,NA,"ENSG00000188672.17","protein_coding","RHCE","1","OTTHUMG00000007650.4",NA,-0.915933485110436,-1.16314311112528,-1.52652945010683,0.176629850716479,0.256144937634004,-5.45686451383362
"ENSG00000279443.1","HAVANA","gene",2083,NA,"ENSG00000279443.1","TEC","RP4-669K10.8","2","OTTHUMG00000175791.1",NA,-0.915933485110436,-1.16314311112528,-1.52652945010683,0.176629850716479,0.256144937634004,-5.45686451383362
"ENSG00000177757.2","HAVANA","gene",1947,NA,"ENSG00000177757.2","lincRNA","FAM87B","2","OTTHUMG00000002471.2",NA,-0.86845060848009,-1.7743393217935,-1.5255070073518,0.176878402674218,0.256436447987059,-5.31030519091436
"ENSG00000279748.1","HAVANA","gene",2505,NA,"ENSG00000279748.1","TEC","CTD-3222D19.9","2","OTTHUMG00000182562.1",NA,-0.86845060848009,-1.7743393217935,-1.5255070073518,0.176878402674218,0.256436447987059,-5.31030519091436
